,ARID1B,CCL21,CCND2,CD3E,CDC20,CDK6,CDKN2A,CDKN2C,CHEK1,CKS2,COL1A1,ESR1,EZH2,FBLIM1,FGFR4,GAS1,IFNGR1,IGF2,KDR,KIF20A,KRT14,MDM4,MMP9,MUTYH,MYBL1,PGK1,PGR,PIM1,SPOP,TAGLN,TMEM30B,USF1,LINC02593,CCN1,ACTB,CASC3,GUSB,MRPL19,POP4,TTC21B,KIAA1715
M184,19.49065673,1.270000496,21.55363144,0.750211263,2.146163743,4.350735794,16.65874524,31.02659439,3.790248507,9.397589314,1647.961646,2.246472372,1.085201662,11.01636563,0.265098468,403.5879185,433.6495976,406.778379,9.953849549,1.105073701,0.093537958,6.871016491,1.364870529,11.40758696,1.85684283,243.5614691,7.486440213,12.54216143,49.41058356,523.4866175,167.3810092,69.2324243,,390.2620995,3206.626437,67.77025217,89.870987,25.55127275,21.03093003,10.57176852,14.66528966
M185,16.0208166,0,67.23034372,0.310109548,3.15291808,7.964489111,0.582088609,12.18920388,2.324666453,9.660154534,412.1625116,0.249601082,4.095750258,37.8566992,0.626182213,235.7634913,515.7336317,400.4844725,9.803264043,2.355605829,0.662830755,6.100500663,0.866646577,13.27939337,1.775285826,197.3775239,31.75182641,15.36294518,50.73294998,161.0215357,837.7370304,53.28816883,,237.82156,2778.967748,57.98051426,56.99987508,17.68996506,12.41915355,10.07877777,16.53296601
M186,10.41980778,0.096172474,7.971256228,1.281082277,2.485383635,4.805580057,4.700787886,23.80938281,1.585393991,11.4522119,168.3598323,0.182564696,2.987003891,5.596357004,8.593744422,17.32002637,305.6471192,3543.999942,74.7224627,0.875611739,1.597281016,5.077675969,1.2836227,9.957061705,0.552403849,150.1405233,2.46329896,9.223641257,28.60898954,141.5189369,71.27354722,53.90384816,,40.93868297,1578.334553,49.41805983,47.25874888,7.049582374,17.86999841,4.161417898,3.555703629
M187,15.52059836,0.115371215,126.3983622,3.97324833,3.29538231,0.460844953,0.320129136,8.610489642,2.243247076,28.17240845,408.8348365,0.203366209,8.746066757,34.31368905,1.081703689,459.5204056,386.0678938,370.6834547,9.078031675,1.562146068,0.373881639,9.393614851,1.114572593,13.93556772,1.502072971,175.7817559,39.77889234,5.407139186,49.57540878,223.8200386,728.8154715,73.10702473,,133.7856824,3223.627645,53.1678297,43.4743707,19.78677766,15.50235325,8.145838333,18.92022153
M188,8.399470825,0.605081281,95.20430203,5.981879497,5.408322184,9.316080143,18.28410545,34.90432705,1.948660666,16.93832753,776.6145215,2.062843688,2.40212719,10.33103154,1.6043613,98.99788986,705.9752306,310.2184732,12.36535173,2.48208683,2.346049473,6.014974054,1.351506352,7.028787617,0.673036949,148.3102827,3.168074231,96.47804558,32.89972978,613.9463317,231.8234066,53.71443294,,886.093351,3153.274797,37.30639069,70.52713425,14.46040367,11.44481697,6.219702568,11.35631831
M189,14.24138484,0.742850714,65.7270824,4.505164947,2.806648918,31.49238649,1.84983384,40.64991943,3.157398718,12.69026537,3162.406198,2.383837318,4.123626407,10.50355625,0.30797,674.1731535,456.5726335,523.267176,36.73781912,3.005936592,1.053213156,9.893519025,1.40067573,4.214238277,1.343267833,240.8188945,5.042646567,15.83217739,57.68363869,254.1778359,298.3432018,54.70192383,,536.0211042,2223.999671,59.08224728,54.99291082,23.22292442,12.2160184,11.10905748,31.97955221
M19,27.7252203,0,10.58399557,0,1.337507313,27.62817898,5.932150888,72.77035242,5.206576917,7.723252066,140.4115623,0.89474994,2.347728681,6.084192454,1.128945912,492.6131094,901.6939344,9194.199934,87.37650803,0.036246907,0,7.141984141,1.973658799,7.340253675,2.140385118,324.446085,9.686047027,7.132300368,64.26703881,249.4618005,478.8165021,54.84352545,,450.0309379,2674.904449,71.91252278,41.0773522,11.53708878,18.63695321,3.806454181,4.152031148
M190,15.78013842,0,122.2430034,4.09288297,3.115396333,11.30699133,0.733330761,14.98951945,2.241105621,21.67413096,165.9781913,2.087733686,4.394200517,45.17603603,1.095668138,538.3521106,627.1707459,2469.500378,11.74082974,1.812081679,0.206185647,14.06698675,1.391065266,11.70058713,0.925806026,288.9819307,84.93903669,26.73828563,70.76756783,165.1246072,325.9872557,63.41929807,,568.4901532,2533.61889,84.46035505,39.87969755,36.5177255,13.57487379,11.13693802,20.80353734
M191,21.72181497,0.449364503,141.077788,3.68640057,1.782684989,2.192906106,1.534628047,19.20891047,2.564214461,10.49885549,372.4398354,0.883496311,3.282586827,17.58667451,0.515899111,71.784668,838.5812791,365.3759872,89.059464,0.970368471,0.455077598,12.80566369,1.785032333,15.18941686,3.728254187,244.776189,14.77126817,14.81906621,37.3724061,171.2209539,567.5395279,83.49581045,,302.0651985,3217.229714,60.78507148,45.32289028,18.36466094,15.00046246,7.367300626,21.72334019
M192,13.65586217,0.158896214,8.185164234,6.711186066,6.33963146,8.92177614,2.747153663,37.83338958,1.544767763,50.05775069,254.7782571,0.560176482,4.805257628,19.58223998,0.94251877,105.4279468,330.7592481,2742.197901,21.83887431,5.119043452,4.634391624,9.176256332,0.88871708,14.12237352,6.104828083,299.7407609,5.308932513,22.78498045,53.43515286,509.3911608,1.904622205,71.90162496,,2549.466769,4748.430826,60.68410771,40.346105,19.91213719,16.10241756,9.232253651,15.51573971
M193,14.27266624,0,11.3195636,2.901967144,11.45074538,22.50125609,1.446302644,89.68936876,2.314469173,28.9390295,1257.959235,0.153130436,5.978842768,10.23874711,3.987876158,220.4663903,504.540844,15774.52896,48.62193501,11.00119154,1.289256231,6.411613654,0.639475988,7.159112317,1.297356848,434.7465557,2.475684933,10.57942538,96.76753896,104.5275316,229.639091,55.79775488,,72.2591653,1771.21797,66.27119255,39.06736419,12.32967932,17.41728269,6.015539654,4.929366442
M194,18.19863919,0,16.17032983,3.491813365,3.045484915,11.98658378,0.419095783,11.91437417,2.344238204,15.732878,72.80946649,1.205068491,11.65616792,28.60985397,2.313534244,296.4947746,266.9643483,378.2281839,20.35158105,2.195396048,0.293035361,7.078300785,1.313628635,13.48406021,0.910160094,309.0344114,41.55734286,34.83359245,51.76988008,1026.839787,303.3351181,48.68399383,,314.0785739,2482.620649,57.02319836,82.40355902,18.07645221,13.92952102,12.05946638,20.43322989
M197,17.59200281,1.086362588,64.60616678,2.791539308,1.925388453,21.01978692,1.222628443,79.48323745,2.866486463,12.5046891,1700.591265,1.319035007,2.219812099,13.27407926,0.831475694,366.9868858,530.9511584,619.9296259,20.04711278,1.060562163,3.600570436,7.850469763,1.531578457,9.898155522,0.945446098,180.4023945,9.567381764,3.739685523,74.46249298,321.0097443,328.9324168,66.01884974,,669.5958434,3033.257806,54.50951993,46.77019535,20.96412986,16.75450716,11.88801767,19.30729037
M198,5.852583023,0.283415501,22.35660039,11.09565708,4.561626727,6.055613719,6.503040363,24.11184283,3.494074912,37.3803316,1942.07974,0.518794477,6.746692844,11.24467227,1.057481984,142.5171941,236.0040894,15.20880301,12.88668866,6.517124413,0,17.88977963,1.729267342,9.111057954,2.423772185,171.1503032,6.987211399,17.06547836,37.59848676,264.282748,85.83743353,128.8079776,,180.0596978,1335.599379,69.75832779,127.7235527,25.10047426,9.500670468,6.826561275,7.593310859
M199,21.6895757,0,69.9051738,0.583154217,1.491936255,4.00568917,0.48953163,13.91239346,3.709138258,25.10131675,29.89640849,1.020830091,3.932486663,27.58680517,3.739722466,309.1051524,588.3093818,262.2977169,10.81989123,1.699368554,0,7.256900759,1.267552157,5.821994492,6.109464817,254.2440386,64.04346194,3.806858936,58.0847193,175.2675433,694.427763,63.14791284,,199.3266246,3261.941529,46.02585789,34.94426015,11.65497265,15.55728424,11.61202547,16.18128292
M2,11.20881914,0,5.146154174,0.797372602,2.494032337,10.8876952,7.532538713,50.38766374,3.398336272,124.5036967,427.2949382,1.067190267,5.360731297,4.261399299,0.631539189,377.1847169,795.4490003,2454.757025,10.98188336,3.240119004,99.86380341,11.7068941,0.52712585,5.781294268,3.283884775,501.4460214,10.60976292,26.47735514,45.11677435,241.699568,112.6177013,99.32020587,,535.0238337,2132.082866,57.52051671,38.5502736,13.93652578,14.84491752,7.718087639,11.13555805
M20,8.299152237,1.218104172,31.13799,0.273984483,4.248238299,5.331746972,1.719982052,46.89048718,2.00671282,11.29906643,3.985512947,0.088935898,2.489005429,2.111237511,1.308816328,7.840201171,58.52760395,35.88211797,9.765911831,0.809354869,0,4.019069615,1.155340812,11.93812561,1.20796916,98.93840246,0.140513984,7.881402472,21.10195848,19.56152679,1.316792343,93.54693478,,84.11044612,1610.567966,61.85384357,16.30948913,9.653352862,9.456007196,3.698390698,5.647288142
