,ARID1B,CCL21,CCND2,CD3E,CDC20,CDK6,CDKN2A,CDKN2C,CHEK1,CKS2,COL1A1,ESR1,EZH2,FBLIM1,FGFR4,GAS1,IFNGR1,IGF2,KDR,KIF20A,KRT14,MDM4,MMP9,MUTYH,MYBL1,PGK1,PGR,PIM1,SPOP,TAGLN,TMEM30B,USF1,LINC02593,CCN1,ACTB,CASC3,GUSB,MRPL19,POP4,TTC21B,KIAA1715
caris_90,52.0735,6.09534,33.7176,0.168271,1.39471,13.0735,56.8398,13.7226,6.55362,18.0268,465.533,0.785448,8.80938,8.76045,0.564502,32.2532,261.652,628.205,7.62045,6.07989,1.0385,89.7913,40.077,22.5069,9.10541,68.8477,0.377987,3.20179,54.9901,52.209,69.7165,44.5301,,29.2634,1522.7,39.9629,27.2301,23.6333,6.10741,21.2035,
caris_91,14.7314,0.492929,1.30649,0.212225,4.8883,23.3953,27.4723,10.4584,19.1554,43.2747,1414.08,3.22445,10.2126,6.12876,0.459291,9.00937,34.4588,1028.68,9.95918,10.6068,3.39145,60.4441,0.319537,7.40929,6.32842,63.8036,21.0701,11.9031,83.9775,64.5539,5.09134,18.5883,,10.2783,948.192,59.0138,24.2758,18.0307,7.40344,21.2841,
caris_92,32.8768,0.154564,32.8511,0.307188,2.35891,53.1753,3.66944,2.19809,10.9381,22.9876,2534.52,1.46386,27.6025,12.9232,0.487426,7.12329,62.4486,413.288,32.6098,15.126,19.7755,107.554,40.5897,12.5903,9.49979,154.579,24.4066,14.8981,62.9147,336.891,9.74279,44.2854,,121.109,1411.46,50.9991,68.067,20.5509,10.69,86.4596,
caris_93,24.5722,0.297853,3.96067,0.85091,1.7165,15.7938,3.34578,9.85609,1.25181,40.4592,663.446,0.51065,28.4955,3.62503,0.731646,50.4946,271.962,1232.71,19.1042,23.5821,0.261714,111.985,5.62833,10.7266,16.421,207.905,3.85346,41.1494,90.0098,115.424,98.5608,49.0356,,27.2874,1206.11,21.1772,47.553,35.4771,11.3695,28.6783,
caris_94,18.8109,0.76833,14.0131,1.69495,1.16511,5.88878,13.1682,5.41353,2.55662,1.81397,267.475,2.49806,2.97492,8.87415,1.15078,22.8747,180.617,53.7305,42.0589,0.228725,0.448364,24.4781,2.94715,17.887,1.00967,34.3679,2.2364,0.453838,30.9436,116.4,106.078,17.3806,,24.201,1137.43,18.8376,13.4176,10.7622,4.97549,9.2696,
caris_95,23.0456,0.356229,26.9885,0.279568,0.72468,14.6088,5.65683,6.62076,3.66765,10.2685,424.704,3.85722,3.7278,4.67274,0.629628,27.2936,251.938,1257.87,9.63048,1.74612,12.165,33.6576,0.414251,7.30702,2.08486,76.6553,33.7053,2.63469,41.4653,41.1297,135.255,16.2951,,7.97232,1024.77,20.5816,17.2463,17.0666,6.24596,10.3553,
caris_96,33.5207,0.177866,38.079,0.684195,0.519309,12.4936,3.49359,7.74563,4.01415,12.508,331.775,2.17124,6.11477,3.63466,1.12997,24.6689,175.056,1362.98,7.43878,1.88629,2.92966,41.6416,0.960221,9.01057,9.91473,103.863,4.18258,27.6743,42.3847,57.7986,83.9057,12.7397,,35.0089,927.476,28.1903,18.3142,20.5726,7.13428,21.8437,
caris_97,78.628,0.245645,62.2823,0.231389,1.09796,6.08908,6.04764,5.57675,1.02352,6.7049,236.724,0.291572,5.96178,17.076,0.241635,27.579,385.397,101.421,18.4883,1.45756,0.151848,100.89,0.14295,29.0448,6.35567,51.2934,12.844,3.11898,105.261,250.879,431.786,56.6506,,101.771,1518.18,55.749,40.1926,35.9904,12.9499,32.9452,
caris_98,28.9079,0.980238,10.735,1.665,0.331283,4.29645,3.81833,1.30556,1.60133,3.19468,131.01,0.755917,3.2366,5.13907,0.225183,6.26569,74.4863,375.474,12.7934,0.66438,11.5568,41.2421,0.126529,6.65854,1.02418,40.4762,11.5142,3.97117,57.5873,27.3862,8.43463,14.3845,,14.8059,643.982,29.1884,13.6526,15.2241,5.73627,19.1059,
caris_99,13.8395,1.53633,20.9613,2.65963,2.45714,19.0563,1.90158,5.28605,3.78405,4.45999,128.67,2.24225,0.980794,1.22627,0.346985,29.3037,110.416,594.057,25.6235,0.745789,23.501,25.3361,2.07861,3.83726,0.984763,45.5878,7.76643,2.28548,27.3627,67.1458,46.582,11.3381,,31.2477,573.752,15.6458,10.9055,8.3792,3.5595,8.17616,
caris_100,34.2899,1.92909,18.6704,0.786512,0.643799,26.4132,3.71909,10.7923,1.05469,10.203,934.489,1.09977,4.58134,8.1342,3.52245,35.7692,252.462,253.307,14.6103,6.96712,0.169326,56.02,3.9221,16.4787,3.14338,43.739,1.91263,2.34344,73.9778,280.569,37.5458,30.6864,,45.7181,1533.97,39.5417,31.6429,22.3395,10.7454,19.6306,
caris_101,14.246,0.476804,11.0567,2.11602,0.288166,10.5155,2.2857,3.39564,3.76712,6.62416,475.302,0.10627,2.64126,2.81549,0.587962,7.84441,65.3591,634.039,7.15151,1.98083,0.968142,29.6482,1.04471,4.27557,2.18961,31.5603,14.2529,2.0743,20.3514,62.6017,41.1817,10.9601,,4.95852,578.485,15.0462,10.6337,6.46404,2.87163,10.3241,
caris_102,9.99144,0.692832,7.61622,1.09118,0.549549,11.4097,15.0307,0.97635,5.9899,11.7742,182.206,5.81422,7.96867,2.61223,0.271457,2.14966,25.2356,201.845,2.21656,3.63444,17.0179,25.7126,3.96981,3.76001,1.32384,67.8536,4.5051,13.7704,16.2277,39.4427,11.5088,7.57237,,5.5968,404.988,15.7473,11.7029,5.32071,3.69783,7.53989,
caris_103,13.3248,2.98513,46.4952,0.292475,0.473814,19.1712,14.6865,4.32846,6.15052,5.83226,358.393,0.93088,7.59705,6.67967,0.684486,17.4088,57.4375,644.923,6.68006,4.24112,209.951,56.7414,0.287622,9.90509,6.99503,14.2836,4.36707,1.60149,50.7093,119.856,12.5935,12.7805,,18.5746,717.124,16.325,21.9363,14.0172,4.83257,11.5565,
caris_104,10.147,0.97628,28.1027,1.33702,8.98283,2.05231,13.0969,9.68865,3.72656,19.2005,243.211,2.32629,11.5607,1.14144,1.31555,13.5353,120.553,1669.57,2.83028,3.70761,95.3876,54.4051,0.346438,5.20824,7.57787,32.8884,15.0991,5.83384,28.2155,47.7151,23.9964,16.1332,,4.64317,639.282,28.4467,12.1504,15.1197,4.14071,13.0073,
caris_105,42.0928,0.169992,43.56,0.256452,0.190135,18.1075,4.034,9.12243,1.64903,11.3802,1076.53,2.40486,8.38801,6.36121,1.14376,31.9027,281.427,1008.16,32.9746,2.54498,2.69523,84.3372,0.409182,13.8228,5.43676,51.8298,3.34011,2.32462,68.0336,131.325,36.299,33.4938,,37.1604,1219.17,36.9549,21.7532,18.9497,5.34076,27.4463,
caris_106,26.3554,0.186906,49.8519,1.00632,1.08417,7.47711,3.19422,4.94954,2.27732,14.1916,577.462,1.84898,3.98226,2.14009,0.552612,20.2216,221.068,870.889,34.334,1.48963,3.32005,78.9644,2.87942,8.32303,4.38155,52.1225,48.3121,3.22281,56.5283,101.02,13.3898,26.94,,18.9674,772.35,38.1467,21.0487,19.8466,4.2332,18.4975,
caris_107,30.5559,0.233351,35.8244,0.231303,5.11101,27.8638,6.60625,12.6516,4.56584,6.48776,1230.04,0.29836,2.9137,4.63499,1.91268,14.2059,302.924,122.959,15.8807,1.2105,3.31495,52.6418,0.838343,17.0872,2.28552,35.3911,53.124,8.96645,50.3806,285.658,57.0073,32.1406,,141.845,1413.15,35.451,40.4729,14.9801,7.59439,25.1393,
caris_108,47.2576,0.367412,49.5572,0.220794,3.9281,12.6562,2.86257,1.45912,1.90484,6.38072,896.546,0.930268,4.08363,16.8706,1.61782,18.6236,376.554,236.072,29.6374,0.558115,25.2684,79.6965,3.4771,28.4861,4.12264,67.0778,20.1475,19.9322,101.375,278.784,539.986,34.6977,,125.346,1952.79,47.7387,40.4089,22.7173,9.39596,22.2204,
caris_109,39.5167,0.387357,108.838,0.758085,1.15448,19.1677,0.937724,6.82841,2.26764,5.35712,630.662,1.65846,3.49707,10.4686,0.464438,80.9266,697.098,385.83,20.2211,1.18654,13.2462,68.4779,2.39393,18.601,2.96662,61.365,29.9634,1.03377,90.8832,200.857,101.096,28.7508,,7.35381,1699.48,36.9599,39.3698,20.8643,7.63698,27.851,
caris_110,14.4907,0.363838,77.6611,2.71722,0.42706,7.96648,6.46378,9.26757,3.60478,4.90877,856.418,2.82509,7.71109,3.94755,1.93309,16.3086,94.4395,894.118,9.69631,1.32882,10.8653,50.5806,0.120462,3.23242,2.8381,57.0975,39.4507,4.20976,44.5947,56.1382,19.5754,20.6732,,26.4814,726.837,22.2477,12.0398,17.3541,7.23115,12.6763,
caris_111,35.2432,0.508414,8.81969,1.98524,0.275516,4.41641,4.65443,7.0423,2.97373,9.50558,862.205,2.40857,7.71431,7.70468,0.868634,7.96054,257.509,449.603,8.34847,4.45369,0.922429,62.8671,1.23531,19.0244,7.214,56.7171,4.10218,7.90928,64.1571,184.233,175.145,22.5171,,126.426,1411.24,41.1034,31.6911,20.5134,7.71353,20.5383,
caris_112,56.2433,0.163677,13.8013,1.03233,47.8571,16.3063,2.54705,1.50099,1.43268,3.90815,719.344,0.702016,3.117,16.9905,0.942431,107.636,327.602,603.323,37.3818,0.218119,2.87124,108.911,4.48277,32.2939,2.34843,66.0649,0.589995,7.49382,105.611,509.485,382.985,42.8204,,49.5447,1190.96,49.7806,37.735,35.5731,13.0273,39.3485,
caris_113,19.1302,0.435439,25.3399,0.634442,10.0449,18.2521,2.87011,4.8177,4.28142,1.62931,212.295,0.799331,2.86259,3.19747,0.746437,10.8678,102.316,130.583,6.03528,0.764656,0.569524,41.8852,0.264158,6.44389,1.39215,33.696,3.45087,1.7665,32.6356,34.4573,40.9908,12.4487,,11.332,452.417,15.6251,8.6315,9.11517,4.3693,15.1301,
caris_114,13.9157,0.186952,3.72692,1.21393,3.62116,3.04203,6.84484,6.37346,3.19399,8.68123,461.875,0.436215,11.3913,2.1403,0.44679,27.125,130.753,1140.15,3.67071,1.34303,0.729114,43.0628,53.6839,4.75696,2.67759,66.8824,3.75917,7.2657,53.9823,24.9754,17.4515,10.6908,,14.1478,437.665,20.3497,9.85975,12.8527,4.83509,11.1588,
caris_115,14.1305,1.23897,51.4,0.355158,0.557552,13.3515,0.489163,8.82832,1.93617,16.0794,586.69,1.38181,5.06144,3.04295,2.46353,24.1994,184.041,1050.24,10.8322,1.35056,0.208322,53.1748,2.14737,5.80749,3.86818,90.0872,3.13623,5.02951,69.0454,108.899,5.20504,21.6563,,24.1559,1028.55,22.6796,15.0103,21.4935,9.73109,10.9341,
caris_116,16.5581,0.212499,16.7519,3.60547,0.419236,6.67666,2.58209,1.49009,1.87641,4.85001,347.083,2.9608,2.04967,2.81529,0.204418,44.8366,112.216,154.122,2.5484,0.695468,1.89477,27.5867,0.610408,4.54742,1.163,27.3845,0.319704,1.74477,23.1281,154.382,5.9447,15.5201,,52.082,528.087,14.7902,6.17356,4.08253,2.44505,4.77262,
caris_117,15.5717,2.55959,9.22942,1.15,0.588881,8.4199,29.3524,2.41222,17.0621,0.543257,128.041,0.541917,2.00554,2.91705,1.16702,1.99204,135.334,37.6749,3.16328,0.612877,8.92084,40.677,111.891,4.83748,1.33778,18.3159,30.3867,0.578765,25.1574,13.3669,33.7688,7.68742,,6.02043,591.954,15.5567,8.05488,8.88713,4.78022,9.43133,
caris_118,20.8279,0.725277,2.32136,0.191323,6.68999,41.9187,3.61808,2.67035,1.30083,76.1874,3169.77,1.92787,15.7414,11.6732,0.350063,52.2506,147.493,7.05339,7.11009,9.7579,0.325619,56.5898,20.8906,8.94235,57.8373,196.189,0.420558,4.81952,52.3796,26.0208,2.04399,30.7201,,194.227,1310.66,21.239,38.2995,25.0573,10.7568,26.5482,
caris_119,33.2192,0.162503,28.838,0.250248,1.97119,28.7779,0.186485,13.8769,4.41009,5.38069,466.872,1.74487,3.09363,4.86243,1.22841,69.0843,286.824,399.087,16.3221,0.398435,4.83127,61.7161,0.545152,8.8066,2.24781,57.7793,60.3753,10.5156,56.009,167.119,41.3863,15.6489,,71.6337,1039.73,32.9608,21.6789,29.6424,9.57282,20.1417,
caris_120,16.4019,0.543473,4.96755,2.36604,2.41696,18.4395,4.62304,7.31542,3.68251,15.4959,1196.9,4.51969,6.96013,3.0217,1.41151,4.20817,178.107,391.438,8.27855,4.95811,9.9657,79.3854,1.80571,6.70006,6.37316,68.1576,12.2809,22.9727,81.7681,94.3363,30.1706,25.08,,7.76949,1278.78,34.9494,37.2044,23.9576,6.33249,29.7993,
caris_121,36.9896,0.223978,9.31981,0.440007,0.715704,28.1324,2.0979,5.0653,21.4814,30.1584,991.029,3.16019,20.4379,8.69859,1.85416,0.956819,56.1016,8.60135,116.112,6.93734,2.45673,82.6737,21.7363,11.7877,5.74284,108.177,18.0358,23.03,97.1057,35.3184,39.5462,25.0923,,13.4329,1855.26,74.966,95.794,27.3291,17.8258,18.4544,
caris_122,33.9619,0.168081,7.08999,0.898388,0.847856,65.7983,6.24826,22.4161,0.744097,62.3307,2079.28,0.548299,19.0365,7.64988,1.49851,19.7897,204.527,974.466,18.4626,10.498,2.11923,102.082,1.58316,14.5267,101.065,99.9099,3.40287,7.58581,93.8743,242.499,32.4832,34.6346,,126.533,1547.58,43.5363,39.3628,35.022,15.3957,34.4959,
caris_123,21.086,0.709794,5.66462,7.14051,0.373369,3.688,0.286254,2.06054,0.710536,2.87242,237.613,1.16442,1.52005,2.55134,18.2749,26.8981,190.466,31.8171,11.4016,0.491198,0.22346,39.9697,1.83564,5.73956,1.8657,25.6996,68.5948,0.807572,38.3611,165.952,119.967,12.2214,,29.6604,424.019,22.5289,12.297,5.41418,3.92909,13.3122,
caris_124,11.6931,0.145035,8.76782,0.221619,3.41692,9.36743,7.39839,4.2423,3.11858,5.06405,189.116,0.193449,2.03479,1.35936,3.20701,35.868,105.65,556.148,7.46587,0.592938,0.246479,26.5522,0.107112,4.6296,1.19047,46.1077,1.95253,1.92572,29.4015,28.4471,0.940065,10.5609,,5.86259,481.913,18.222,8.32576,9.10098,4.37878,8.50981,
caris_125,4.54057,4.48515,0.881867,1.36711,0.856055,2.07437,17.2508,2.59187,1.55883,8.85194,864.947,6.19755,2.32645,1.22664,0.494065,6.76438,10.0986,368.228,1.8264,1.10322,0.780342,13.9886,8.13719,1.69335,2.06449,34.855,22.7504,1.32933,9.72751,12.7888,0.34693,5.03206,,2.22237,325.746,7.4722,4.00413,5.73037,1.944,7.15662,
caris_126,41.9804,0.203514,20.8585,1.64397,5.93413,12.408,214.452,3.67041,3.34898,4.50342,187.619,3.04992,5.83618,19.7007,0.146766,16.2758,222.142,174.61,29.7653,1.79658,0.441076,50.5658,2.65959,30.28,3.8261,50.7059,14.1801,1.70856,70.0587,94.9284,560.007,22.3669,,44.723,1378.57,29.6766,24.5852,20.6726,10.4335,25.8408,
caris_127,28.9162,0.335382,20.9404,0.1332,0.438491,13.0937,57.4835,3.47406,16.2512,1.87267,315.402,28.8585,4.04602,6.54989,6.54093,23.6524,185.173,1001.78,8.67802,0.997852,3.85792,33.0872,0.266003,11.5137,2.78719,30.1606,0.919269,2.99255,55.8923,56.8304,3.60441,16.7938,,14.2466,724.737,28.764,13.4857,6.97231,3.27975,30.4892,
caris_128,18.7917,3.51295,0.9506,0.525768,0.491277,102.631,15.2814,3.43756,10.743,111.988,61.3193,7.48103,42.3935,16.4829,1.44494,6.3155,128.796,1.63035,21.4889,18.2619,1.63998,88.6211,2.08386,32.0461,5.95529,212.739,10.1584,8.31544,42.6055,9.69326,25.0272,50.0064,,54.6868,3252.77,27.1325,99.8106,42.9326,33.8541,24.883,
caris_129,39.5716,0.129744,29.76,1.24025,3.75506,27.1164,1.19851,11.578,5.8054,12.8688,253.643,0.144091,17.6272,22.5042,0.338636,26.4488,228.99,121.126,23.2644,11.3557,1.03369,78.6203,0.728634,37.6367,12.5624,62.1524,28.9568,17.2636,83.154,250.708,35.7791,33.0906,,76.8564,2087.27,28.2419,62.9548,25.4495,12.2386,41.6251,
caris_130,54.4949,0.255297,14.6284,0.856523,0.57203,14.5912,1.57527,14.3801,0.566932,28.6376,460.033,0.157418,16.8106,9.36926,1.28286,93.007,402.56,3600.07,31.1778,6.32581,87.6964,121.972,0.510385,22.5894,12.828,116.136,5.47111,9.07624,138.179,58.5242,130.595,66.7797,,39.1139,1635.64,49.3033,47.1681,27.6875,11.0806,49.4006,
caris_131,7.93687,0.117853,20.0743,0.413102,2.01523,2.12042,3.08819,2.88497,1.49635,1.99732,90.9502,0.272442,0.738746,1.08003,0.351481,1.33504,28.7822,221.867,7.91789,0.250779,1.29062,24.5544,4.43029,2.12722,1.73218,23.2153,383.308,2.23986,17.609,40.1436,5.39589,8.11279,,11.0867,219.696,14.8264,3.66873,4.5831,2.53564,6.41702,
caris_132,35.3144,0.310163,44.3404,3.14338,0.788315,5.26977,5.25856,1.7703,1.05209,2.27147,384.238,1.94121,2.0673,10.4304,2.30282,14.9404,288.572,109.782,5.8393,0.858431,0.886636,46.8819,6.2442,13.9701,2.18241,49.7522,32.2988,1.60456,49.56,107.125,157.49,18.204,,86.1264,1119.62,29.0659,16.0834,16.3969,6.98859,13.5037,
caris_133,17.6575,0.295161,11.5245,0.855226,0.799644,1.55592,4.41905,1.33025,7.12711,1.34561,187.353,2.38277,1.42614,7.20392,5.18546,15.764,170.89,458.759,5.7587,0.259217,16.5566,15.8072,4.58453,8.46382,1.1261,27.7465,15.3582,0.408099,20.478,51.3663,204.551,9.79722,,5.50327,612.44,15.682,11.5675,7.6522,4.92455,5.73575,
caris_134,14.0434,1.28302,61.8898,1.00835,0.351135,2.89011,0.558592,6.18085,6.10967,14.9012,38.5324,0.405442,4.40952,2.561,0.513344,2.65408,70.8657,14.6483,4.26822,1.09094,49.7675,32.1427,1.37724,9.34958,5.1895,42.5356,9.68339,4.87303,34.1026,240.439,31.8482,13.778,,35.3015,1221.27,20.7426,12.1742,6.76832,5.51733,10.1206,
caris_135,60.9592,0.383494,40.2153,0.331226,0.300651,84.5762,4.66642,12.1089,0.919162,10.0171,75.7745,0.831256,12.2932,3.73996,1.20376,7.35453,556.807,102.731,22.5526,2.32194,1.35788,103.935,1.52688,14.691,8.83004,73.734,29.8941,1.33868,150.796,158.429,161.622,41.0649,,83.7167,2214.61,64.1216,26.13,21.5773,14.4663,23.6258,
caris_136,19.7278,0.329198,10.1909,2.97562,0.408406,9.13332,4.91218,0.89969,9.355,3.05416,551.53,2.2757,2.59042,2.3435,1.06617,7.62115,133.207,75.5609,10.684,0.312669,6.01763,37.975,0.238236,16.2661,1.47287,19.2706,9.30748,1.1228,68.6587,56.7234,93.4187,18.2375,,32.6883,937.736,10.435,24.3069,6.95571,3.29408,17.7522,
caris_137,22.0688,0.407015,2.9772,0.166367,0.205286,13.6601,19.2355,13.0658,4.47202,23.383,2537.86,1.65018,17.794,4.93299,0.379002,27.9304,135.088,1061.7,11.1726,14.7889,3.89336,137.517,0.245578,10.1979,9.39361,116.801,53.4792,8.41169,116.195,111.592,39.3083,41.6417,,5.01792,1200.79,64.993,42.0383,36.8873,11.0618,26.5476,
caris_138,23.3029,0.865903,55.1189,1.34725,1.04334,16.146,18.7724,3.36947,12.0745,12.2593,845.612,2.68655,7.94159,2.37386,3.57108,43.7907,457.243,619.339,26.541,2.22921,2.64074,77.3946,2.90478,19.0316,6.04555,117.542,103.62,18.061,76.7226,150.478,27.4297,37.9424,,51.6944,2305.06,36.8961,30.2502,19.5343,6.53249,20.5322,
caris_139,32.372,0.170578,55.2492,0.924406,0.471362,14.9433,16.4356,20.3972,9.55118,33.5753,1521.44,2.26624,33.3783,4.91976,1.79821,54.4796,251.225,1407.42,10.9331,13.8911,0.183474,344.631,1.29665,24.8085,61.6403,90.9463,0.137653,3.57129,53.5525,51.0855,78.6091,86.9032,,26.5556,1158.34,65.6634,38.5774,22.2325,8.05138,58.891,
caris_140,15.9467,0.32441,1.24418,2.05225,0.287104,8.00119,3.31651,11.7338,1.73892,21.8802,42.4757,1.55628,33.7448,7.26346,3.1861,5.90653,190.865,1049.26,7.15976,2.80068,0.802191,215.156,22.8619,16.6171,14.6813,50.9037,9.85792,3.08845,86.3011,245.37,5.85456,57.9126,,7.34317,630.313,45.9363,48.033,46.9623,3.64094,72.5852,
caris_141,52.6403,0.145986,61.7753,1.63151,0.582181,20.9791,1.03332,4.25745,9.24856,2.966,596.712,0.132665,2.65262,15.0072,1.48207,40.5368,180.366,196.345,16.5415,0.554692,3.35397,75.5059,1.67062,22.9245,1.46022,49.8435,4.5372,1.28309,72.249,173.962,283.635,31.8627,,116.067,1191.06,53.9157,32.7442,23.6669,11.4162,20.1374,
caris_142,41.538,0.499137,18.9344,1.6775,0.618336,8.94973,25.7086,2.21868,6.9994,3.74183,78.0871,3.02746,4.05836,12.4231,0.230787,49.6309,230.05,110.09,18.2407,1.76701,0.875329,60.5863,4.56791,13.4139,1.89422,27.9945,1.07819,0.138885,81.4189,81.4337,64.8781,14.8738,,10.5854,877.047,29.8345,15.2767,13.1721,8.65396,32.4819,
caris_143,29.1954,0.587175,17.5939,0.574407,2.3976,5.13774,5.13434,1.42334,4.80008,11.3967,16.2048,2.17147,25.8791,6.5425,0.438677,4.75614,45.4961,26.2783,13.3463,8.97465,0.366823,126.464,0.834754,16.1124,3.26238,12.1503,4.67832,1.48202,45.5488,12.8309,0.3284,16.0496,,9.03629,422.877,27.3596,21.9414,19.0436,4.13456,32.9605,
caris_144,35.3798,0.197931,111.391,4.69675,3.6995,35.0245,24.7275,18.3216,6.9326,25.038,1377.09,0.235503,20.2559,4.80549,0.532168,93.4925,416.908,1164.97,37.7904,1.55694,14.6877,134.839,0.163031,17.0769,14.5106,96.362,141.786,1.26866,128.809,134.096,100.942,48.7007,,26.9784,1571.66,54.2095,37.8959,30.4621,13.4279,68.3806,
caris_145,25.4809,0.445943,50.2697,0.338967,1.14887,53.0544,16.0442,14.8435,8.54603,10.8581,243.502,0.956928,16.6506,5.58622,0.198363,25.2411,591.113,361.387,11.0375,4.22623,129.881,151.612,6.53211,11.914,19.2936,118.083,4.44086,9.2897,160.493,105.564,88.716,35.1913,,32.3713,1487.9,65.1557,21.8398,39.331,21.6512,39.3007,
caris_146,37.5985,1.54848,5.91746,0.714855,0.190093,42.2779,0.362895,16.9847,7.32968,9.56583,1259.52,0.518913,27.1022,103.268,0.168553,0.822211,114.197,8.46282,19.0958,9.28209,1.19503,2383.99,1.0805,18.1669,8.82735,71.0011,9.15074,19.3449,55.939,162.279,0.48893,37.5376,,32.0671,1518.15,44.0964,119.596,21.9381,8.72988,54.2223,
caris_147,44.6676,0.452961,90.3122,1.22071,1.56016,39.7334,0.763464,2.45146,8.8007,8.81362,3744.57,1.92439,10.3265,6.0941,3.5551,21.432,118.733,2087.68,12.8146,1.81108,1.0722,81.3919,1.36882,8.4737,5.16199,78.0136,49.6407,5.35865,93.1415,52.5541,57.058,30.1724,,37.1759,1376.75,54.9901,23.1887,29.5999,8.85861,54.7877,
caris_148,32.8013,0.193629,20.9586,3.20362,0.301,3.78578,7.43972,7.68824,7.84071,7.03221,51.6368,0.743069,10.9733,15.0542,0.6683,44.584,651.086,62.34,14.6668,1.17478,0.444732,57.3052,5.79318,4.03083,2.13819,37.4841,59.7825,3.37571,80.8862,149.924,75.984,20.0292,,34.7047,561.721,25.1867,15.1756,14.152,10.577,31.4044,
caris_149,24.475,0.869191,0.183131,0.748245,1.23338,0.991346,1.5896,10.8202,2.26014,53.8148,887.32,1.30761,16.4324,3.35879,0.541924,17.6382,246.191,1364.5,7.01942,3.98416,75.673,95.9458,1.3029,7.85593,19.2176,102.884,31.1032,13.8286,83.361,66.9507,8.43845,29.684,,16.2266,1245.23,42.1584,16.3638,24.0757,10.9117,40.8373,
caris_150,18.5409,0.113287,9.31129,0.295123,0.29989,14.2257,3.58767,2.4728,2.92396,5.17059,371.868,0.921208,5.25521,3.36494,0.178942,7.43968,231.065,78.5123,3.2085,1.28561,0.244323,34.9658,2.96587,12.0804,2.03196,27.9633,12.0877,1.47432,48.4325,49.7039,35.982,14.7323,,68.5483,654.653,20.5758,10.5879,14.4108,6.14799,17.4449,
caris_151,62.154,0.167769,123.107,5.1763,13.7021,8.75071,2.30818,1.45375,3.51978,35.1183,2110.31,0.237851,11.1076,6.50657,1.88071,3.32975,393.859,674.478,10.6796,2.68323,0.787383,85.1355,0.796474,34.455,2.81154,41.3894,49.1293,6.46221,78.5012,21.8168,0.882877,50.8729,,18.1916,1944.26,37.0356,41.2641,16.4824,6.61096,41.0546,
caris_152,28.3679,0.12558,3.36954,0.816169,1.72153,4.65149,7.74331,2.41081,1.14947,4.25664,210.352,1.83255,6.17409,4.90493,0.31075,15.8736,310.872,95.3871,4.93402,1.80583,1.03001,54.4565,2.7023,9.38951,4.82107,25.5691,0.776105,1.07048,51.3509,52.0189,103.12,18.6273,,27.4733,683.765,23.0755,12.1279,18.2322,6.45785,24.6054,
caris_153,18.4283,0.19038,3.51231,0.224313,0.372413,15.7978,7.76859,6.25321,3.09607,5.57211,193.541,2.03519,5.81118,4.26941,0.829363,20.8079,155.003,905.191,40.5173,1.47477,2.40106,41.8717,0.122697,8.16593,2.55405,52.5802,4.74382,1.82287,49.4855,100.183,36.0752,16.5328,,14.0262,849.739,21.8043,12.9435,12.5624,4.68881,20.3663,
caris_154,19.0636,0.327021,11.876,0.708556,0.642782,20.1828,7.44868,7.55251,6.58878,12.2022,317.077,0.166453,6.6287,5.43769,1.29748,18.6586,171.316,785.396,10.1319,2.28817,0.493997,45.0569,1.99829,4.28018,5.19345,37.4442,0.17543,5.19833,62.7331,162.634,25.1309,14.4852,,122.757,780.724,30.327,10.1928,27.5704,8.86011,23.7665,
caris_155,40.0887,0.681042,34.7918,0.267534,3.81275,20.1202,1.03262,10.2757,0.960754,6.13458,1052.02,0.754149,6.96186,7.31526,3.24078,56.3273,316.68,259.874,21.2623,2.43799,0.916688,133.037,0.200191,9.19708,4.29335,60.3748,3.2786,4.71614,71.5634,227.76,42.4604,39.0339,,23.0382,1095.65,68.359,19.9384,32.6984,10.1559,41.7774,
caris_156,29.9416,0.282404,32.5207,1.61964,0.306028,20.299,4.59698,7.51205,0.849744,6.92397,994.474,1.89574,4.0432,4.32154,0.252301,16.0903,314.222,665.876,11.7259,0.649821,1.80897,52.1554,1.24228,6.73556,3.14895,60.5284,5.70902,7.00877,47.7063,214.879,36.0798,17.716,,49.0071,1092.25,26.7793,19.0801,15.9839,7.34238,16.2576,
caris_157,16.8486,0.294497,27.3148,3.68526,0.13358,1.44262,3.21841,0.691384,2.72699,1.45994,376.723,2.11922,1.09732,3.5049,8.31205,8.16456,167.513,38.7267,15.8136,0.619784,0.854835,22.2017,5.95572,6.55152,1.52765,27.3186,2.73602,1.06378,26.5487,74.8839,43.3629,11.8709,,34.3658,572.239,18.734,8.12986,7.61922,4.54685,7.27572,
caris_158,12.2063,9.92158,2.85608,4.52035,10.983,7.90857,4.26663,1.07818,1.09132,8.3893,202.607,0.488548,3.47588,12.1609,0.972602,3.02538,97.2181,1307.49,1.9364,2.11069,4.30833,27.1058,24.3725,3.40645,0.934758,61.018,12.9387,3.39021,21.4041,215.816,0.500985,25.2593,,7.88501,1098.86,18.8874,20.0983,6.94702,2.90732,9.21729,
caris_159,11.997,0.287497,8.80394,3.87681,2.23595,11.9452,2.37873,1.98111,4.54763,0.195941,282.315,0.742168,3.54261,5.87463,0.127876,7.34492,91.9125,132.93,25.6661,0.525323,115.128,67.3104,2.12638,15.7513,1.66404,9.05799,87.2962,1.14382,27.9622,76.1883,7.38046,20.5882,,35.2635,464.31,16.9131,16.5347,3.91769,0.603344,22.9144,
